"","combination","rep","temp","NBE","AUC.RR_exp","AUC.RR_obs","AUC.spp","N"
"262","ADGRT",2,"Fluctuation",0.175559866382557,-0.417051027213919,-0.241491160831361,0.0221755998141448,5
"263","ADGT",2,"Fluctuation",2.06722242387492,-1.77412158948173,0.293100834393183,0.956629509222586,4
"264","ADGR",2,"Fluctuation",-0.254798627593095,0.686321237523266,0.431522609930171,0.380594162275466,4
"265","ADRT",2,"Fluctuation",0.8689356999217,-0.340204985729781,0.528730714191919,0.0582551694154725,4
"266","ADRT",1,"Fluctuation",-2.560826932101,0.00496559708316582,-2.55586133501784,0.0151632719361229,4
"267","ADGT",1,"Fluctuation",1.24462624105261,-0.90927147363048,0.335354767422135,0.545513208910571,4
"268","ADGR",1,"Fluctuation",-1.5010053141663,0.0807642725937715,-1.42024104157253,-0.129621252629676,4
"269","DGRT",1,"Fluctuation",-0.357439704990361,0.208012545706517,-0.149427159283844,-0.0404244766891586,4
"270","ADGRT",1,"Fluctuation",-0.15772114431367,-0.163713075782856,-0.321434220096526,0.279511563843517,5
"271","DGRT",1,"Increase + Fluctuation",-1.45125708891658,0.389805094240362,-1.06145199467622,0.0130031495422455,4
"272","ADGT",1,"Increase + Fluctuation",3.73724901861995,-1.33502833043522,2.40222068818472,0.0118275073716613,4
"273","ADGRT",1,"Increase + Fluctuation",0.0344267377356352,-0.116605856881949,-0.0821791191463142,0.0460452832161419,5
"274","AGRT",1,"Increase + Fluctuation",-0.172217401340109,-0.0754409344768061,-0.247658335816915,-0.0137034638679287,4
"275","ADGR",1,"Increase + Fluctuation",0.177167910539486,0.162206405450672,0.339374315990158,-0.0352479571673097,4
"276","ADGT",3,"Increase + Fluctuation",2.42963732910034,-2.01026086934954,0.4193764597508,-0.0411040113733616,4
"277","ADGRT",3,"Increase + Fluctuation",3.07354502291333,-2.15505613773337,0.918488885179957,0.0144436871569872,5
"278","AGRT",3,"Increase + Fluctuation",0.993180453997057,-2.46873684649184,-1.47555639249479,-0.00742935090109101,4
"279","ADGR",3,"Increase + Fluctuation",2.9965670172359,-2.22659504234259,0.76997197489331,-0.0240244702642782,4
"280","DGRT",3,"Increase + Fluctuation",-1.04601388872495,-1.67310748537137,-2.71912137409632,-0.0104204182688229,4
"281","AGRT",1,"Fluctuation",0.460874367989654,-0.195251451783362,0.265622916206292,0.0297257382951041,4
"282","ADGT",1,"Fluctuation",1.24462624105261,-0.90927147363048,0.335354767422135,0.0507054857443543,4
"283","ADGR",1,"Fluctuation",-1.5010053141663,0.0807642725937715,-1.42024104157253,0.00399157728422669,4
"284","ADGRT",1,"Fluctuation",-0.15772114431367,-0.163713075782856,-0.321434220096526,0.145480705973443,5
"285","DGRT",1,"Fluctuation",-0.357439704990361,0.208012545706517,-0.149427159283844,-0.0952399882651625,4
"286","ADGRT",1,"Increase",0.77245131585007,-0.0809021641459532,0.691549151704117,0.0475321697421997,5
"287","DGRT",1,"Increase",0.767887628826412,-0.150328311533769,0.617559317292644,0.0469235070200515,4
"288","ADGR",1,"Increase",-1.32877825829594,0.236685929440907,-1.09209232885503,0.0693349122588108,4
"289","AGRT",1,"Increase",0.116197046330315,-0.374492468463692,-0.258295422133377,0.0486874689526808,4
"290","ADGT",1,"Increase",0.0969499782594674,-1.10631307903898,-1.00936310077951,0.104162711397167,4
"291","DGRT",2,"Increase",2.10348028033407,0.372044448687356,2.47552472902143,-0.0260980612976201,4
"292","ADGT",2,"Increase",1.37788564812106,-1.66413080846726,-0.286245160346203,-0.0241022116418665,4
"293","ADGRT",2,"Increase",-0.632011685593198,0.406213457590891,-0.225798228002307,0.0042439534340153,5
"294","ADGR",2,"Increase",-4.44061393375534,1.14390027163736,-3.29671366211798,-0.0595630797188314,4
"295","AGRT",2,"Increase",0.068532081134853,0.331455288009453,0.399987369144306,-0.0132126229502294,4
"296","ADGRT",3,"Fluctuation",0.154940635431616,-0.858945448907603,-0.704004813475987,-0.0193504907507476,5
"297","DGRT",3,"Fluctuation",0.0170491106112284,-0.279790524430665,-0.262741413819437,-0.125299833617833,4
"298","ADGR",3,"Fluctuation",0.534901326639995,-0.243155972695706,0.291745353944289,0.265338827320461,4
"299","AGRT",3,"Fluctuation",1.51843448494037,-0.69004572064665,0.82838876429372,-0.0367738092932323,4
"300","ADGT",3,"Fluctuation",-0.389364640039074,-1.13418083159588,-1.52354547163496,0.00010308171542963,4
"301","ADGT",2,"Increase + Fluctuation",3.41353769363748,-2.74389411484789,0.669643578789598,-0.0842134063143066,4
"302","ADGR",2,"Increase + Fluctuation",1.1081818617119,-0.0948864020646194,1.01329545964728,-0.0723921639938081,4
"303","ADGRT",2,"Increase + Fluctuation",0.902531420962352,-0.604400500430307,0.298130920532045,0.107493739780899,5
"304","DGRT",2,"Increase + Fluctuation",0.297654696710815,0.099909603996771,0.397564300707586,0.000799250306195368,4
"305","AGRT",2,"Increase + Fluctuation",0.275394790867125,-0.736124137713767,-0.460729346846642,-0.00517763627404049,4
"306","ADGT",2,"Fluctuation",2.06722242387492,-1.77412158948173,0.293100834393183,0.0438635176792958,4
"307","AGRT",2,"Fluctuation",1.16328885235733,-0.237676382947068,0.92561246941026,0.00218050602021413,4
"308","ADGR",2,"Fluctuation",-0.254798627593095,0.686321237523266,0.431522609930171,-0.0302745246321326,4
"309","ADGRT",2,"Fluctuation",0.175559866382557,-0.417051027213919,-0.241491160831361,-0.0238693994225458,5
"310","DGRT",2,"Fluctuation",-0.00771906136433603,0.318033570571292,0.310314509206956,0.0489543334604644,4
"311","AGRT",3,"Increase",-0.656845969081474,-0.0669122110625338,-0.723758180144008,0.00466748071592679,4
"312","DGRT",3,"Increase",-1.5689200922974,0.433232311647866,-1.13568778064953,0.116221194497469,4
"313","ADGRT",3,"Increase",-0.561992945280501,0.0776594363189383,-0.484333508961562,0.0258556092416627,5
"314","ADGT",3,"Increase",1.20437100733989,-1.77158400163632,-0.567212994296428,0.014454715950232,4
"315","ADGR",3,"Increase",-3.89972920520384,1.00639652003191,-2.89333268517193,-0.037598283352977,4
"316","AGRT",3,"Increase",-0.656845969081474,-0.0669122110625338,-0.723758180144008,-3.12437044792024,4
"317","ADGR",3,"Increase",-3.89972920520384,1.00639652003191,-2.89333268517193,-6.95040009508769,4
"318","DGRT",3,"Increase",-1.5689200922974,0.433232311647866,-1.13568778064953,-12.5883240456884,4
"319","ADRT",3,"Increase",-3.40044961122045,0.0393821792495623,-3.36106743197089,-5.73822959277964,4
"320","ADGRT",3,"Increase",-0.561992945280501,0.0776594363189383,-0.484333508961562,-0.159504194844519,5
"321","ADRT",2,"Increase",-3.74447700139225,0.0604157418594339,-3.68406125953282,-7.14864112297243,4
"322","ADGRT",2,"Increase",-0.632011685593198,0.406213457590891,-0.225798228002307,0.371962389709619,5
"323","ADGR",2,"Increase",-4.44061393375534,1.14390027163736,-3.29671366211798,-7.22545869430039,4
"324","AGRT",2,"Increase",0.068532081134853,0.331455288009453,0.399987369144306,-1.07000583963663,4
"325","DGRT",2,"Increase",2.10348028033407,0.372044448687356,2.47552472902143,-3.42095899366087,4
"326","ADGRT",3,"Increase + Fluctuation",3.07354502291333,-2.15505613773337,0.918488885179957,7.134062272943,5
"327","DGRT",3,"Increase + Fluctuation",-1.04601388872495,-1.67310748537137,-2.71912137409632,-2.14383554011665,4
"328","AGRT",3,"Increase + Fluctuation",0.993180453997057,-2.46873684649184,-1.47555639249479,1.58213736485882,4
"329","ADRT",3,"Increase + Fluctuation",-0.754406526034637,-2.22876647137633,-2.98317299741096,-0.325787085158183,4
"330","ADGR",3,"Increase + Fluctuation",2.9965670172359,-2.22659504234259,0.76997197489331,8.24951873351034,4
"331","DGRT",3,"Fluctuation",0.0170491106112284,-0.279790524430665,-0.262741413819437,-4.43376873976134,4
"332","ADRT",3,"Fluctuation",-1.09281951596759,-0.781369118415456,-1.87418863438305,-0.658553449345364,4
"333","AGRT",3,"Fluctuation",1.51843448494037,-0.69004572064665,0.82838876429372,4.14879958789777,4
"334","ADGRT",3,"Fluctuation",0.154940635431616,-0.858945448907603,-0.704004813475987,2.80360562705359,5
"335","ADGR",3,"Fluctuation",0.534901326639995,-0.243155972695706,0.291745353944289,-0.839745193475063,4
"336","ADGR",2,"Fluctuation",-0.254798627593095,0.686321237523266,0.431522609930171,-1.15232956000139,4
"337","ADGRT",2,"Fluctuation",0.175559866382557,-0.417051027213919,-0.241491160831361,2.56101340290288,5
"338","DGRT",2,"Fluctuation",-0.00771906136433603,0.318033570571292,0.310314509206956,-8.17612825728268,4
"339","AGRT",2,"Fluctuation",1.16328885235733,-0.237676382947068,0.92561246941026,2.18151088497599,4
"340","ADRT",2,"Fluctuation",0.8689356999217,-0.340204985729781,0.528730714191919,4.71305627324304,4
"341","ADRT",2,"Increase + Fluctuation",-1.34984909367616,-0.619454270055497,-1.96930336373165,-1.92886427896942,4
"342","AGRT",2,"Increase + Fluctuation",0.275394790867125,-0.736124137713767,-0.460729346846642,-0.921206800408699,4
"343","ADGRT",2,"Increase + Fluctuation",0.902531420962352,-0.604400500430307,0.298130920532045,1.76474511559325,5
"344","DGRT",2,"Increase + Fluctuation",0.297654696710815,0.099909603996771,0.397564300707586,-4.24146036047654,4
"345","ADGR",2,"Increase + Fluctuation",1.1081818617119,-0.0948864020646194,1.01329545964728,4.97961980440859,4
"346","ADGR",1,"Increase",-1.32877825829594,0.236685929440907,-1.09209232885503,-4.85208264192142,4
"347","AGRT",1,"Increase",0.116197046330315,-0.374492468463692,-0.258295422133377,-1.41952977989694,4
"348","DGRT",1,"Increase",0.767887628826412,-0.150328311533769,0.617559317292644,-13.64478594791,4
"349","ADRT",1,"Increase",-2.46800468845682,0.0698509576888464,-2.39815373076797,-7.17548408626398,4
"350","ADGRT",1,"Increase",0.77245131585007,-0.0809021641459532,0.691549151704117,1.63066310654847,5
"351","AGRT",1,"Increase + Fluctuation",-0.172217401340109,-0.0754409344768061,-0.247658335816915,1.59371446012408,4
"352","ADRT",1,"Increase + Fluctuation",-2.27321211169,-0.343349818642548,-2.61656193033254,-1.74019415611276,4
"353","ADGRT",1,"Increase + Fluctuation",0.0344267377356352,-0.116605856881949,-0.0821791191463142,2.60913262142663,5
"354","DGRT",1,"Increase + Fluctuation",-1.45125708891658,0.389805094240362,-1.06145199467622,-7.01153469494039,4
"355","ADGR",1,"Increase + Fluctuation",0.177167910539486,0.162206405450672,0.339374315990158,6.98420502769745,4
"356","ADRT",1,"Fluctuation",-2.560826932101,0.00496559708316582,-2.55586133501784,-1.99087765713133,4
"357","ADGR",1,"Fluctuation",-1.5010053141663,0.0807642725937715,-1.42024104157253,-1.15620299241797,4
"358","ADGRT",1,"Fluctuation",-0.15772114431367,-0.163713075782856,-0.321434220096526,0.829813773046251,5
"359","DGRT",1,"Fluctuation",-0.357439704990361,0.208012545706517,-0.149427159283844,-3.16457561013826,4
"360","AGRT",1,"Fluctuation",0.460874367989654,-0.195251451783362,0.265622916206292,3.88578894181782,4
"361","AGRT",3,"Increase",-0.656845969081474,-0.0669122110625338,-0.723758180144008,0.89447937251031,4
"362","ADGT",3,"Increase",1.20437100733989,-1.77158400163632,-0.567212994296428,1.17866307613089,4
"363","DGRT",3,"Increase",-1.5689200922974,0.433232311647866,-1.13568778064953,1.33151216952846,4
"364","ADRT",3,"Increase",-3.40044961122045,0.0393821792495623,-3.36106743197089,-1.13816287052547,4
"365","ADGRT",3,"Increase",-0.561992945280501,0.0776594363189383,-0.484333508961562,1.11923558619671,5
"366","ADGT",3,"Fluctuation",-0.389364640039074,-1.13418083159588,-1.52354547163496,0.470582041895335,4
"367","DGRT",3,"Fluctuation",0.0170491106112284,-0.279790524430665,-0.262741413819437,0.351933915454672,4
"368","ADRT",3,"Fluctuation",-1.09281951596759,-0.781369118415456,-1.87418863438305,-3.33521164213881,4
"369","ADGRT",3,"Fluctuation",0.154940635431616,-0.858945448907603,-0.704004813475987,-0.619626236986038,5
"370","AGRT",3,"Fluctuation",1.51843448494037,-0.69004572064665,0.82838876429372,0.69011952366071,4
"371","DGRT",2,"Fluctuation",-0.00771906136433603,0.318033570571292,0.310314509206956,1.51311154538424,4
"372","AGRT",2,"Fluctuation",1.16328885235733,-0.237676382947068,0.92561246941026,1.09217726304074,4
"373","ADRT",2,"Fluctuation",0.8689356999217,-0.340204985729781,0.528730714191919,-0.496765715416282,4
"374","ADGT",2,"Fluctuation",2.06722242387492,-1.77412158948173,0.293100834393183,1.39290895173581,4
"375","ADGRT",2,"Fluctuation",0.175559866382557,-0.417051027213919,-0.241491160831361,0.290356594330667,5
"376","ADGRT",1,"Increase",0.77245131585007,-0.0809021641459532,0.691549151704117,0.189184528921361,5
"377","DGRT",1,"Increase",0.767887628826412,-0.150328311533769,0.617559317292644,10.4787468535597,4
"378","AGRT",1,"Increase",0.116197046330315,-0.374492468463692,-0.258295422133377,2.33115131900276,4
"379","ADRT",1,"Increase",-2.46800468845682,0.0698509576888464,-2.39815373076797,-0.502188600432651,4
"380","ADGT",1,"Increase",0.0969499782594674,-1.10631307903898,-1.00936310077951,0.792155493547284,4
"381","DGRT",2,"Increase",2.10348028033407,0.372044448687356,2.47552472902143,7.80206444496808,4
"382","AGRT",2,"Increase",0.068532081134853,0.331455288009453,0.399987369144306,2.24376059245078,4
"383","ADRT",2,"Increase",-3.74447700139225,0.0604157418594339,-3.68406125953282,0.0152756633205084,4
"384","ADGT",2,"Increase",1.37788564812106,-1.66413080846726,-0.286245160346203,1.70659220657278,4
"385","ADGRT",2,"Increase",-0.632011685593198,0.406213457590891,-0.225798228002307,1.93749345604344,5
"386","ADRT",2,"Increase + Fluctuation",-1.34984909367616,-0.619454270055497,-1.96930336373165,-0.97761484316684,4
"387","ADGRT",2,"Increase + Fluctuation",0.902531420962352,-0.604400500430307,0.298130920532045,0.717386710392271,5
"388","DGRT",2,"Increase + Fluctuation",0.297654696710815,0.099909603996771,0.397564300707586,0.232976215514098,4
"389","AGRT",2,"Increase + Fluctuation",0.275394790867125,-0.736124137713767,-0.460729346846642,1.21357425352989,4
"390","ADGT",2,"Increase + Fluctuation",3.41353769363748,-2.74389411484789,0.669643578789598,3.05647299411954,4
"391","AGRT",1,"Increase + Fluctuation",-0.172217401340109,-0.0754409344768061,-0.247658335816915,0.461672658271431,4
"392","ADRT",1,"Increase + Fluctuation",-2.27321211169,-0.343349818642548,-2.61656193033254,-1.20804615981183,4
"393","DGRT",1,"Increase + Fluctuation",-1.45125708891658,0.389805094240362,-1.06145199467622,0.812225569687288,4
"394","ADGT",1,"Increase + Fluctuation",3.73724901861995,-1.33502833043522,2.40222068818472,2.20836130843542,4
"395","ADGRT",1,"Increase + Fluctuation",0.0344267377356352,-0.116605856881949,-0.0821791191463142,0.737241188859276,5
"396","DGRT",3,"Increase + Fluctuation",-1.04601388872495,-1.67310748537137,-2.71912137409632,0.216752720039068,4
"397","AGRT",3,"Increase + Fluctuation",0.993180453997057,-2.46873684649184,-1.47555639249479,1.01321511968881,4
"398","ADRT",3,"Increase + Fluctuation",-0.754406526034637,-2.22876647137633,-2.98317299741096,-1.19605084323709,4
"399","ADGT",3,"Increase + Fluctuation",2.42963732910034,-2.01026086934954,0.4193764597508,2.16796635773592,4
"400","ADGRT",3,"Increase + Fluctuation",3.07354502291333,-2.15505613773337,0.918488885179957,1.80971821104406,5
"401","DGRT",1,"Fluctuation",-0.357439704990361,0.208012545706517,-0.149427159283844,-0.654299307167195,4
"402","AGRT",1,"Fluctuation",0.460874367989654,-0.195251451783362,0.265622916206292,-1.06273380425427,4
"403","ADRT",1,"Fluctuation",-2.560826932101,0.00496559708316582,-2.55586133501784,-3.6585892717179,4
"404","ADGT",1,"Fluctuation",1.24462624105261,-0.90927147363048,0.335354767422135,0.799646509107964,4
"405","ADGRT",1,"Fluctuation",-0.15772114431367,-0.163713075782856,-0.321434220096526,0.591187928470857,5
