"","X","combination","speciesID","rep","temp","NBE","AUC.RR_exp","AUC.RR_obs","N"
"62",62,"DG","DityCux",2,"Fluctuation",6.6846494361627,-2.77170121929355,3.91294821686915,2
"63",63,"DR","DityCux",2,"Fluctuation",0.832910623594467,0.930938513761992,1.76384913735646,2
"64",64,"AD","DityCux",2,"Fluctuation",2.36913849404363,-1.55510455503651,0.814033939007123,2
"65",65,"DG","DityCux",3,"IncreaseFluctuation",1.73640186511722,-2.83724154607357,-1.10083968095635,2
"66",66,"DR","DityCux",3,"IncreaseFluctuation",4.18454698854757,-2.25872499291247,1.92582199563511,2
"67",67,"DT","DityCux",3,"IncreaseFluctuation",2.75328072020394,-1.72151305412704,1.0317676660769,2
"68",68,"AD","DityCux",3,"IncreaseFluctuation",0.739294919529834,-1.32432269227275,-0.585027772742918,2
"69",69,"DR","DityCux",1,"Increase",2.40792899360446,-0.224451389338397,2.18347760426606,2
"70",70,"DG","DityCux",1,"Increase",-1.91404802030424,0.732370177464465,-1.18167784283978,2
"71",71,"DT","DityCux",1,"Increase",2.76536823653082,-1.52485494767606,1.24051328885476,2
"72",72,"AD","DityCux",1,"Increase",0.680242549189075,-0.270946590777318,0.409295958411757,2
"73",73,"GR","Guido",3,"IncreaseFluctuation",3.84038204629863,-2.45186044850181,1.38852159779682,2
"74",74,"GT","Guido",3,"IncreaseFluctuation",0.318288273634161,-2.21259587387862,-1.89430760024446,2
"75",75,"AG","Guido",3,"IncreaseFluctuation",2.94188267625608,-3.53938673754322,-0.597504061287139,2
"76",76,"DG","Guido",3,"IncreaseFluctuation",1.73640186511722,-2.83724154607357,-1.10083968095635,2
"77",77,"DG","Guido",1,"Fluctuation",3.88788533890644,-3.07148023100611,0.816405107900333,2
"78",78,"GR","Guido",1,"Fluctuation",6.95524180254106,0.432430637909442,7.38767244045051,2
"79",79,"GT","Guido",1,"Fluctuation",1.00086970602367,-0.788270740258026,0.212598965765641,2
"80",80,"AG","Guido",1,"Fluctuation",2.82108387358372,-1.96053625773165,0.860547615852068,2
"81",81,"GR","Guido",1,"Increase",2.01077821529714,-0.289896080559022,1.72088213473812,2
"82",82,"AG","Guido",1,"Increase",3.049549087126,-2.89635547878359,0.15319360834241,2
"83",83,"DG","Guido",1,"Increase",-1.91404802030424,0.732370177464465,-1.18167784283978,2
"84",84,"GT","Guido",1,"Increase",3.79856829859248,-2.45140149832244,1.34716680027004,2
"85",85,"AG","Guido",2,"IncreaseFluctuation",3.74375993489347,-3.6594877002669,0.0842722346265695,2
"86",86,"DG","Guido",2,"IncreaseFluctuation",2.41517815218191,-2.7647220531612,-0.349543900979298,2
"87",87,"GR","Guido",2,"IncreaseFluctuation",6.79256174509257,-5.35183935028835,1.44072239480422,2
"88",88,"GT","Guido",2,"IncreaseFluctuation",3.26880268230457,-4.47264821856359,-1.20384553625902,2
"89",89,"AG","Guido",2,"Fluctuation",2.90783510640024,-1.4489722038589,1.45886290254135,2
"90",90,"DG","Guido",2,"Fluctuation",6.6846494361627,-2.77170121929355,3.91294821686915,2
"91",91,"GR","Guido",2,"Fluctuation",10.2275002252925,-4.40920740226941,5.81829282302311,2
"92",92,"GT","Guido",2,"Fluctuation",2.78429026622597,-3.49213048977462,-0.707840223548643,2
"93",93,"GR","Guido",3,"Fluctuation",7.03245876438076,-0.262564426115782,6.76989433826497,2
"94",94,"DG","Guido",3,"Fluctuation",3.98135833902925,-2.48289329550107,1.49846504352818,2
"95",95,"AG","Guido",3,"Fluctuation",2.3574219913819,-0.40285154978686,1.95457044159504,2
"96",96,"GT","Guido",3,"Fluctuation",1.01306291444825,-1.34069659314859,-0.327633678700342,2
"97",97,"AG","Guido",1,"IncreaseFluctuation",3.06495431136493,-3.70600431735243,-0.641050005987497,2
"98",98,"GT","Guido",1,"IncreaseFluctuation",0.547008786068711,-1.65821107448027,-1.11120228841156,2
"99",99,"DG","Guido",1,"IncreaseFluctuation",4.44741064264989,-2.3482117021963,2.09919894045359,2
"100",100,"GR","Guido",1,"IncreaseFluctuation",1.3801708398787,0.187046362500215,1.56721720237891,2
"101",101,"GR","Guido",2,"Increase",4.91456770651933,-5.79058272364642,-0.876015017127093,2
"102",102,"AG","Guido",2,"Increase",2.4531799072798,-1.483069337424,0.970110569855796,2
"103",103,"GT","Guido",2,"Increase",6.66342500315847,-5.43019427998453,1.23323072317394,2
"104",104,"DG","Guido",2,"Increase",-0.114099489312719,-0.545244787633379,-0.659344276946098,2
"105",105,"GR","Guido",3,"Increase",0.687190644300069,1.47647345490472,2.16366409920479,2
"106",106,"DG","Guido",3,"Increase",-0.143138778101997,-0.521535438429225,-0.664674216531222,2
"107",107,"GT","Guido",3,"Increase",3.65325267753344,-2.96901845699892,0.684234220534523,2
"108",108,"AG","Guido",3,"Increase",2.97120197790788,-2.01767374418603,0.953528233721846,2
"109",109,"GR","Rhizo",3,"Increase",0.687190644300069,1.47647345490472,2.16366409920479,2
"110",110,"DR","Rhizo",3,"Increase",-0.690670005590426,1.51569287985304,0.825022874262612,2
"111",111,"RT","Rhizo",3,"Increase",-0.28675341906909,1.29428192039046,1.00752850132137,2
"112",112,"AR","Rhizo",3,"Increase",0.700723971999195,1.52350269149239,2.22422666349158,2
"113",113,"GR","Rhizo",2,"Increase",4.91456770651933,-5.79058272364642,-0.876015017127093,2
"114",114,"DR","Rhizo",2,"Increase",0.0109482502961289,0.918158902163154,0.929107152459283,2
"115",115,"RT","Rhizo",2,"Increase",0.734722624739968,0.76077101142739,1.49549363616736,2
"116",116,"AR","Rhizo",2,"Increase",1.21049685153761,0.796526741275518,2.00702359281312,2
"117",117,"GR","Rhizo",2,"IncreaseFluctuation",6.79256174509257,-5.35183935028835,1.44072239480422,2
"118",118,"AR","Rhizo",2,"IncreaseFluctuation",1.01316434252236,0.0075265434376271,1.02069088595998,2
"119",119,"DR","Rhizo",2,"IncreaseFluctuation",2.01086544780468,0.0291464447723758,2.04001189257706,2
"120",120,"RT","Rhizo",2,"IncreaseFluctuation",2.1044297258048,-0.0654464245501054,2.03898330125469,2
"121",121,"AR","Rhizo",1,"Increase",1.53396279442263,-0.217827690179017,1.31613510424362,2
"122",122,"GR","Rhizo",1,"Increase",2.01077821529714,-0.289896080559022,1.72088213473812,2
"123",123,"RT","Rhizo",1,"Increase",2.26551226580486,-0.31928939943937,1.94622286636549,2
"124",124,"DR","Rhizo",1,"Increase",2.40792899360446,-0.224451389338397,2.18347760426606,2
"125",125,"GR","Rhizo",1,"IncreaseFluctuation",1.3801708398787,0.187046362500215,1.56721720237891,2
"126",126,"RT","Rhizo",1,"IncreaseFluctuation",2.18400988613929,0.314686413673836,2.49869629981312,2
"127",127,"DR","Rhizo",1,"IncreaseFluctuation",0.883477376118252,0.294464001351759,1.17794137747001,2
"128",128,"AR","Rhizo",1,"IncreaseFluctuation",1.54696240763084,0.323898945734075,1.87086135336492,2
"129",129,"AR","Rhizo",3,"IncreaseFluctuation",2.99325006931772,-2.30781391765998,0.685436151657746,2
"130",130,"GR","Rhizo",3,"IncreaseFluctuation",3.84038204629863,-2.45186044850181,1.38852159779682,2
"131",131,"RT","Rhizo",3,"IncreaseFluctuation",3.48743332922482,-2.24369148068254,1.24374184854229,2
"132",132,"DR","Rhizo",3,"IncreaseFluctuation",4.18454698854757,-2.25872499291247,1.92582199563511,2
"133",133,"GR","Rhizo",2,"Fluctuation",10.2275002252925,-4.40920740226941,5.81829282302311,2
"134",134,"AR","Rhizo",2,"Fluctuation",0.96750478565681,0.900744091569688,1.8682488772265,2
"135",135,"DR","Rhizo",2,"Fluctuation",0.832910623594467,0.930938513761992,1.76384913735646,2
"136",136,"RT","Rhizo",2,"Fluctuation",-0.317396934047012,0.948467463689985,0.631070529642973,2
"137",137,"GR","Rhizo",3,"Fluctuation",7.03245876438076,-0.262564426115782,6.76989433826497,2
"138",138,"DR","Rhizo",3,"Fluctuation",1.98041544486879,-0.309994201703671,1.67042124316512,2
"139",139,"RT","Rhizo",3,"Fluctuation",1.27395661819639,-0.339617374309315,0.934339243887079,2
"140",140,"AR","Rhizo",3,"Fluctuation",1.9510132050143,-0.224809509687824,1.72620369532648,2
"141",141,"GR","Rhizo",1,"Fluctuation",6.95524180254106,0.432430637909442,7.38767244045051,2
"142",142,"DR","Rhizo",1,"Fluctuation",2.96187627206562,0.407450448890317,3.36932672095594,2
"143",143,"RT","Rhizo",1,"Fluctuation",1.11717438032342,0.380093622287782,1.49726800261121,2
"144",144,"AR","Rhizo",1,"Fluctuation",2.43507505596199,0.375026311753762,2.81010136771576,2
"145",145,"AT","ThalaCux",3,"Increase",4.27629836968649,-2.53549284309351,1.74080552659298,2
"146",146,"RT","ThalaCux",3,"Increase",-0.28675341906909,1.29428192039046,1.00752850132137,2
"147",147,"DT","ThalaCux",3,"Increase",3.77410918241095,-2.11545963809483,1.65864954431611,2
"148",148,"GT","ThalaCux",3,"Increase",3.65325267753344,-2.96901845699892,0.684234220534523,2
"149",149,"RT","ThalaCux",1,"Increase",2.26551226580486,-0.31928939943937,1.94622286636549,2
"150",150,"AT","ThalaCux",1,"Increase",1.59653639556852,-1.48576420473129,0.110772190837227,2
"151",151,"DT","ThalaCux",1,"Increase",2.76536823653082,-1.52485494767606,1.24051328885476,2
"152",152,"GT","ThalaCux",1,"Increase",3.79856829859248,-2.45140149832244,1.34716680027004,2
"153",153,"DT","ThalaCux",2,"Fluctuation",3.03927113324952,-2.61941154023066,0.419859593018858,2
"154",154,"AT","ThalaCux",2,"Fluctuation",2.73099607057275,-2.22609032444927,0.504905746123471,2
"155",155,"GT","ThalaCux",2,"Fluctuation",2.78429026622597,-3.49213048977462,-0.707840223548643,2
"156",156,"RT","ThalaCux",2,"Fluctuation",-0.317396934047012,0.948467463689985,0.631070529642973,2
"157",157,"DT","ThalaCux",2,"IncreaseFluctuation",1.9275819903619,-2.12687367214618,-0.199291681784285,2
"158",158,"RT","ThalaCux",2,"IncreaseFluctuation",2.1044297258048,-0.0654464245501054,2.03898330125469,2
"159",159,"AT","ThalaCux",2,"IncreaseFluctuation",2.70604529613074,-3.07957770770879,-0.37353241157805,2
"160",160,"GT","ThalaCux",2,"IncreaseFluctuation",3.26880268230457,-4.47264821856359,-1.20384553625902,2
"161",161,"RT","ThalaCux",1,"Fluctuation",1.11717438032342,0.380093622287782,1.49726800261121,2
"162",162,"AT","ThalaCux",1,"Fluctuation",-0.0837219840668727,-0.749630494848904,-0.833352478915777,2
"163",163,"DT","ThalaCux",1,"Fluctuation",-0.38129593012872,-0.934374170198702,-1.31567010032742,2
"164",164,"GT","ThalaCux",1,"Fluctuation",1.00086970602367,-0.788270740258026,0.212598965765641,2
"165",165,"RT","ThalaCux",3,"Fluctuation",1.27395661819639,-0.339617374309315,0.934339243887079,2
"166",166,"GT","ThalaCux",3,"Fluctuation",1.01306291444825,-1.34069659314859,-0.327633678700342,2
"167",167,"AT","ThalaCux",3,"Fluctuation",1.24666057562877,-1.26816281266366,-0.0215022370348901,2
"168",168,"DT","ThalaCux",3,"Fluctuation",1.33358315126159,-1.66575034291089,-0.332167191649298,2
"169",169,"RT","ThalaCux",1,"IncreaseFluctuation",2.18400988613929,0.314686413673836,2.49869629981312,2
"170",170,"GT","ThalaCux",1,"IncreaseFluctuation",0.547008786068711,-1.65821107448027,-1.11120228841156,2
"171",171,"AT","ThalaCux",1,"IncreaseFluctuation",3.40613020265418,-1.42467030157654,1.98145990107765,2
"172",172,"DT","ThalaCux",1,"IncreaseFluctuation",1.71339960750997,-1.42519722984103,0.288202377668937,2
"173",173,"GT","ThalaCux",3,"IncreaseFluctuation",0.318288273634161,-2.21259587387862,-1.89430760024446,2
"174",174,"RT","ThalaCux",3,"IncreaseFluctuation",3.48743332922482,-2.24369148068254,1.24374184854229,2
"175",175,"AT","ThalaCux",3,"IncreaseFluctuation",1.29896450840813,-2.22809110736816,-0.929126598960032,2
"176",176,"DT","ThalaCux",3,"IncreaseFluctuation",2.75328072020394,-1.72151305412704,1.0317676660769,2
"177",177,"DT","ThalaCux",2,"Increase",0.604311113212497,-0.958820396548945,-0.354509283336448,2
"178",178,"AT","ThalaCux",2,"Increase",4.18901225258337,-3.647784773919,0.541227478664372,2
"179",179,"GT","ThalaCux",2,"Increase",6.66342500315847,-5.43019427998453,1.23323072317394,2
"180",180,"RT","ThalaCux",2,"Increase",0.734722624739968,0.76077101142739,1.49549363616736,2
"181",181,"ADRT","Asterio",1,"Increase",-2.0179769661327,-0.25764424388772,-2.27562121002042,4
"182",182,"ADGR","Asterio",1,"Increase",-0.0891896232777254,-0.254579842792047,-0.343769466069773,4
"183",183,"ADGRT","Asterio",1,"Increase",1.11485509112849,-0.270761096949881,0.844093994178611,5
"184",184,"ADGT","Asterio",1,"Increase",0.36594433241183,-1.59853366642304,-1.23258933401121,4
"185",185,"AGRT","Asterio",1,"Increase",0.0314405237826356,-0.311029891636279,-0.279589367853643,4
"186",186,"AGRT","Asterio",1,"Fluctuation",-0.138749857273719,0.383078827759746,0.244328970486027,4
"187",187,"ADRT","Asterio",1,"Fluctuation",-2.79417027085692,0.350121580416062,-2.44404869044086,4
"188",188,"ADGRT","Asterio",1,"Fluctuation",-0.318621844024881,0.0130082370581062,-0.305613606966775,5
"189",189,"ADGT","Asterio",1,"Fluctuation",1.88830712160347,-1.6294483340773,0.258858787526169,4
"190",190,"ADGR","Asterio",1,"Fluctuation",-1.06809098604864,0.400013824696547,-0.668077161352096,4
"191",191,"AGRT","Asterio",2,"Fluctuation",0.340666803384498,0.646191214867647,0.986858018252144,4
"192",192,"ADRT","Asterio",2,"Fluctuation",0.111207318524214,0.943825314852674,1.05503263337689,4
"193",193,"ADGT","Asterio",2,"Fluctuation",2.99914125889857,-2.44235395112558,0.556787307772989,4
"194",194,"ADGR","Asterio",2,"Fluctuation",0.828954869302284,-0.73588881992689,0.0930660493753941,4
"195",195,"ADGRT","Asterio",2,"Fluctuation",0.491405788843254,-0.647138134283024,-0.15573234543977,5
"196",196,"ADRT","Asterio",3,"Fluctuation",-2.06541360741466,-0.329020756925697,-2.39443436434036,4
"197",197,"ADGRT","Asterio",3,"Fluctuation",0.561025415047271,-0.850898264203605,-0.289872849156334,5
"198",198,"AGRT","Asterio",3,"Fluctuation",1.06146419571258,-0.26349402575999,0.797970169952592,4
"199",199,"ADGT","Asterio",3,"Fluctuation",0.171972763364883,-1.59961748621002,-1.42764472284514,4
"200",200,"ADGR","Asterio",3,"Fluctuation",0.615496085139788,-0.766464496672944,-0.150968411533156,4
"201",201,"AGRT","Asterio",2,"IncreaseFluctuation",-0.350029738878137,-0.0494540591266208,-0.399483798004758,4
"202",202,"ADGR","Asterio",2,"IncreaseFluctuation",-0.0519221373534823,0.47593214338409,0.424010006030607,4
"203",203,"ADGRT","Asterio",2,"IncreaseFluctuation",0.287415521411316,0.0951467096045582,0.382562231015874,5
"204",204,"ADGT","Asterio",2,"IncreaseFluctuation",3.271141798603,-2.33781174643359,0.933330052169404,4
"205",205,"ADRT","Asterio",2,"IncreaseFluctuation",-1.39937960130793,-0.0436218432387515,-1.44300144454668,4
"206",206,"ADGRT","Asterio",1,"IncreaseFluctuation",-0.206870084493345,0.20963312549276,0.00276304099941488,5
"207",207,"ADRT","Asterio",1,"IncreaseFluctuation",-2.84060101854494,0.335851732789368,-2.50474928575557,4
"208",208,"ADGR","Asterio",1,"IncreaseFluctuation",0.831598848598621,0.256098330176798,1.08769717877542,4
"209",209,"AGRT","Asterio",1,"IncreaseFluctuation",-0.443278154177581,0.174325872640399,-0.268952281537182,4
"210",210,"ADGT","Asterio",1,"IncreaseFluctuation",3.99516489114113,-1.66944018285237,2.32572470828876,4
"211",211,"ADRT","Asterio",3,"IncreaseFluctuation",-1.26871788069881,-2.23470084666946,-3.50341872736827,4
"212",212,"ADGR","Asterio",3,"IncreaseFluctuation",2.05841717057492,-1.83828264532454,0.220134525250387,4
"213",213,"AGRT","Asterio",3,"IncreaseFluctuation",0.791129367210311,-2.29710435404623,-1.50597498683592,4
"214",214,"ADGT","Asterio",3,"IncreaseFluctuation",2.16928466794952,-1.6540074594089,0.515277208540617,4
"215",215,"ADGRT","Asterio",3,"IncreaseFluctuation",2.95330230296466,-1.95300475033103,1.00029755263363,5
"216",216,"ADRT","Asterio",2,"Increase",-4.00852283159025,0.858058705184667,-3.15046412640559,4
"217",217,"ADGRT","Asterio",2,"Increase",-0.696262350334495,0.553539542855205,-0.14272280747929,5
"218",218,"ADGT","Asterio",2,"Increase",3.2542878097956,-3.36031406550897,-0.106026255713371,4
"219",219,"ADGR","Asterio",2,"Increase",-5.17050612159205,1.28450700585739,-3.88599911573465,4
"220",220,"AGRT","Asterio",2,"Increase",0.138598222487068,0.322634695499122,0.46123291798619,4
"221",221,"ADRT","Asterio",3,"Increase",-5.25191438242041,1.37060122049221,-3.8813131619282,4
"222",222,"AGRT","Asterio",3,"Increase",-1.99121227499651,1.23703550051137,-0.754176774485136,4
"223",223,"ADGRT","Asterio",3,"Increase",-1.90950814252081,1.17738527713808,-0.732122865382726,5
"224",224,"ADGT","Asterio",3,"Increase",2.01626607535871,-2.53838340567701,-0.5221173303183,4
"225",225,"ADGR","Asterio",3,"Increase",-4.79554588825859,1.35237575344374,-3.44317013481486,4
"226",226,"ADGR","DityCux",3,"IncreaseFluctuation",2.05841717057492,-1.83828264532454,0.220134525250387,4
"227",227,"ADGRT","DityCux",3,"IncreaseFluctuation",2.95330230296466,-1.95300475033103,1.00029755263363,5
"228",228,"ADGT","DityCux",3,"IncreaseFluctuation",2.16928466794952,-1.6540074594089,0.515277208540617,4
"229",229,"DGRT","DityCux",3,"IncreaseFluctuation",-0.255327304606366,-2.38073971991866,-2.63606702452502,4
"230",230,"ADRT","DityCux",3,"IncreaseFluctuation",-1.26871788069881,-2.23470084666946,-3.50341872736827,4
"231",231,"ADRT","DityCux",3,"Fluctuation",-2.06541360741466,-0.329020756925697,-2.39443436434036,4
"232",232,"ADGRT","DityCux",3,"Fluctuation",0.561025415047271,-0.850898264203605,-0.289872849156334,5
"233",233,"ADGT","DityCux",3,"Fluctuation",0.171972763364883,-1.59961748621002,-1.42764472284514,4
"234",234,"DGRT","DityCux",3,"Fluctuation",0.0204154950107767,-0.200102559258912,-0.179687064248135,4
"235",235,"ADGR","DityCux",3,"Fluctuation",0.615496085139788,-0.766464496672944,-0.150968411533156,4
"236",236,"ADGT","DityCux",1,"IncreaseFluctuation",3.99516489114113,-1.66944018285237,2.32572470828876,4
"237",237,"DGRT","DityCux",1,"IncreaseFluctuation",-1.03446898419712,0.260857626363826,-0.773611357833296,4
"238",238,"ADRT","DityCux",1,"IncreaseFluctuation",-2.84060101854494,0.335851732789368,-2.50474928575557,4
"239",239,"ADGRT","DityCux",1,"IncreaseFluctuation",-0.206870084493345,0.20963312549276,0.00276304099941488,5
"240",240,"ADGR","DityCux",1,"IncreaseFluctuation",0.831598848598621,0.256098330176798,1.08769717877542,4
"241",241,"ADRT","DityCux",2,"IncreaseFluctuation",-1.39937960130793,-0.0436218432387515,-1.44300144454668,4
"242",242,"ADGT","DityCux",2,"IncreaseFluctuation",3.271141798603,-2.33781174643359,0.933330052169404,4
"243",243,"ADGR","DityCux",2,"IncreaseFluctuation",-0.0519221373534823,0.47593214338409,0.424010006030607,4
"244",244,"DGRT","DityCux",2,"IncreaseFluctuation",-0.000873869657815496,-0.140697191545257,-0.141571061203072,4
"245",245,"ADGRT","DityCux",2,"IncreaseFluctuation",0.287415521411316,0.0951467096045582,0.382562231015874,5
"246",246,"ADGT","DityCux",2,"Increase",3.2542878097956,-3.36031406550897,-0.106026255713371,4
"247",247,"DGRT","DityCux",2,"Increase",1.69399544406353,0.242393923047244,1.93638936711077,4
"248",248,"ADRT","DityCux",2,"Increase",-4.00852283159025,0.858058705184667,-3.15046412640559,4
"249",249,"ADGRT","DityCux",2,"Increase",-0.696262350334495,0.553539542855205,-0.14272280747929,5
"250",250,"ADGR","DityCux",2,"Increase",-5.17050612159205,1.28450700585739,-3.88599911573465,4
"251",251,"DGRT","DityCux",1,"Increase",1.1718518252996,-0.266451871164038,0.905399954135566,4
"252",252,"ADRT","DityCux",1,"Increase",-2.0179769661327,-0.25764424388772,-2.27562121002042,4
"253",253,"ADGT","DityCux",1,"Increase",0.36594433241183,-1.59853366642304,-1.23258933401121,4
"254",254,"ADGR","DityCux",1,"Increase",-0.0891896232777254,-0.254579842792047,-0.343769466069773,4
"255",255,"ADGRT","DityCux",1,"Increase",1.11485509112849,-0.270761096949881,0.844093994178611,5
"256",256,"ADRT","DityCux",3,"Increase",-5.25191438242041,1.37060122049221,-3.8813131619282,4
"257",257,"ADGT","DityCux",3,"Increase",2.01626607535871,-2.53838340567701,-0.5221173303183,4
"258",258,"DGRT","DityCux",3,"Increase",-2.35040766025994,1.2977742291817,-1.05263343107823,4
"259",259,"ADGRT","DityCux",3,"Increase",-1.90950814252081,1.17738527713808,-0.732122865382726,5
"260",260,"ADGR","DityCux",3,"Increase",-4.79554588825859,1.35237575344374,-3.44317013481486,4
"261",261,"DGRT","DityCux",2,"Fluctuation",-0.830539827264322,0.601718974560621,-0.228820852703701,4
"262",262,"ADGRT","DityCux",2,"Fluctuation",0.491405788843254,-0.647138134283024,-0.15573234543977,5
"263",263,"ADGT","DityCux",2,"Fluctuation",2.99914125889857,-2.44235395112558,0.556787307772989,4
"264",264,"ADGR","DityCux",2,"Fluctuation",0.828954869302284,-0.73588881992689,0.0930660493753941,4
